20.0	20.0	NaN
40.0	20.0	NaN
60.0	20.0	NaN
80.0	20.0	NaN
100.0	20.0	NaN
120.0	20.0	NaN
140.0	20.0	NaN
160.0	20.0	NaN
180.0	20.0	NaN
200.0	20.0	NaN
220.0	20.0	NaN
240.0	20.0	NaN
260.0	20.0	NaN
280.0	20.0	NaN
300.0	20.0	NaN
320.0	20.0	NaN
340.0	20.0	NaN
360.0	20.0	NaN
380.0	20.0	NaN
400.0	20.0	NaN
420.0	20.0	NaN
440.0	20.0	NaN
460.0	20.0	NaN
480.0	20.0	NaN
500.0	20.0	NaN
520.0	20.0	NaN
540.0	20.0	NaN
560.0	20.0	NaN
580.0	20.0	NaN
600.0	20.0	NaN
620.0	20.0	NaN
640.0	20.0	NaN
660.0	20.0	NaN
680.0	20.0	NaN
700.0	20.0	NaN
720.0	20.0	NaN
740.0	20.0	NaN
760.0	20.0	NaN
780.0	20.0	NaN
800.0	20.0	NaN
820.0	20.0	NaN
840.0	20.0	NaN
860.0	20.0	NaN
880.0	20.0	NaN
900.0	20.0	NaN
920.0	20.0	NaN
940.0	20.0	NaN
960.0	20.0	NaN
980.0	20.0	NaN
1000.0	20.0	NaN
1020.0	20.0	NaN
1040.0	20.0	NaN
1060.0	20.0	NaN
1080.0	20.0	NaN
1100.0	20.0	NaN
1120.0	20.0	NaN
1140.0	20.0	NaN
1160.0	20.0	NaN
1180.0	20.0	NaN
1200.0	20.0	NaN
1220.0	20.0	NaN
1240.0	20.0	NaN
1260.0	20.0	NaN
1280.0	20.0	NaN
1300.0	20.0	NaN
1320.0	20.0	NaN
1340.0	20.0	NaN
1360.0	20.0	NaN
1380.0	20.0	NaN
1400.0	20.0	NaN
1420.0	20.0	NaN
1440.0	20.0	NaN
1460.0	20.0	NaN
1480.0	20.0	NaN
1500.0	20.0	NaN
1520.0	20.0	NaN
1540.0	20.0	NaN
1560.0	20.0	NaN
1580.0	20.0	NaN
1600.0	20.0	NaN
1620.0	20.0	NaN
1640.0	20.0	NaN
1660.0	20.0	NaN
1680.0	20.0	NaN
1700.0	20.0	NaN
1720.0	20.0	NaN
1740.0	20.0	NaN
1760.0	20.0	NaN
1780.0	20.0	NaN
1800.0	20.0	NaN
1820.0	20.0	NaN
1840.0	20.0	NaN
1860.0	20.0	NaN
1880.0	20.0	NaN
1900.0	20.0	NaN
1920.0	20.0	NaN
1940.0	20.0	NaN
1960.0	20.0	NaN
1980.0	20.0	NaN
2000.0	20.0	NaN
2020.0	20.0	NaN
2040.0	20.0	NaN
2060.0	20.0	NaN
2080.0	20.0	NaN
2100.0	20.0	NaN
2120.0	20.0	NaN
2140.0	20.0	NaN
2160.0	20.0	NaN
2180.0	20.0	NaN
2200.0	20.0	NaN
2220.0	20.0	NaN
2240.0	20.0	NaN
2260.0	20.0	NaN
2280.0	20.0	NaN
2300.0	20.0	NaN
2320.0	20.0	NaN
2340.0	20.0	NaN
2360.0	20.0	NaN
2380.0	20.0	NaN
2400.0	20.0	NaN
2420.0	20.0	NaN
2440.0	20.0	NaN
2460.0	20.0	NaN
2480.0	20.0	NaN
2500.0	20.0	NaN
2520.0	20.0	NaN
2540.0	20.0	NaN
2560.0	20.0	NaN
2580.0	20.0	NaN
2600.0	20.0	NaN
