2.125,3.980,0
3.139,0.394,0
0.148,-0.162,0
-0.946,-0.611,0
1.891,4.767,0
-1.293,-1.174,0
-0.985,2.745,0
5.567,-4.493,0
0.091,-1.488,0
3.772,3.586,0
-2.662,0.036,0
0.840,-1.028,0
-4.232,2.797,0
-1.998,2.679,0
3.309,-2.634,0
4.736,3.364,0
1.094,3.604,0
0.413,6.546,0
4.412,-0.386,0
6.215,3.542,0
-0.700,-0.231,0
3.532,0.967,0
1.194,0.603,0
2.089,4.772,0
0.209,4.242,0
-0.042,3.189,0
5.512,-1.939,0
-0.427,1.693,0
-1.030,0.383,0
4.706,-0.602,0
2.190,-1.443,0
2.344,5.759,0
3.048,2.604,0
-1.533,2.893,0
0.175,2.424,0
1.320,-0.333,0
-3.217,-2.169,0
-0.207,0.931,0
0.926,1.022,0
2.343,6.027,0
4.048,1.552,0
-5.658,4.658,0
-1.106,3.943,0
5.301,-1.473,0
3.331,-1.062,0
-4.404,6.236,0
-0.802,-1.029,0
-3.200,0.647,0
-1.604,1.838,0
-2.242,-1.844,0
9.177,7.765,1
2.454,3.570,1
4.552,-0.577,1
12.735,13.631,1
5.596,10.157,1
6.420,10.438,1
10.193,5.951,1
3.239,7.697,1
9.109,8.602,1
2.830,9.594,1
9.563,10.415,1
10.729,-2.838,1
5.927,6.261,1
4.924,3.004,1
7.554,2.243,1
12.427,5.826,1
3.176,8.335,1
9.520,5.343,1
3.141,10.541,1
6.222,8.990,1
7.200,5.522,1
2.986,9.658,1
3.573,12.268,1
2.970,2.805,1
3.112,0.094,1
8.628,2.252,1
4.384,1.605,1
8.635,10.717,1
7.081,7.725,1
8.471,1.463,1
12.407,3.434,1
8.178,1.824,1
9.927,2.345,1
4.539,3.339,1
6.042,7.049,1
10.851,4.458,1
6.065,6.063,1
8.588,7.152,1
12.176,3.320,1
4.774,6.168,1
10.846,-0.775,1
4.889,6.632,1
11.948,6.874,1
11.865,4.470,1
11.876,-0.085,1
8.065,10.750,1
13.526,6.298,1
8.762,6.276,1
4.825,4.561,1
8.662,3.472,1
