1,10,9
1,8,3
1,6,2
1,9,3
1,4,2
1,5,3
1,1,2
1,4,8
1,1,8
1,2,3
2,9,6
2,1,4
2,7,9
2,1,5
2,6,5
2,3,2
2,1,2
2,8,2
2,8,9
2,3,9
3,4,7
3,2,10
3,1,4
3,5,6
3,1,2
3,3,10
3,1,7
3,3,9
3,8,6
3,4,10
4,2,7
4,3,9
4,8,4
4,2,9
4,6,9
4,8,1
4,2,10
4,5,10
4,6,3
4,1,7
5,3,8
5,3,2
5,7,1
5,9,1
5,9,3
5,7,2
5,10,5
5,10,8
5,8,5
5,4,10
6,6,8
6,5,9
6,3,10
6,1,8
6,1,5
6,2,9
6,1,9
6,7,4
6,5,8
6,7,2
7,5,10
7,2,3
7,8,4
7,1,10
7,2,9
7,2,4
7,5,8
7,1,2
7,1,9
7,4,7
8,4,2
8,7,2
8,3,6
8,1,10
8,4,5
8,7,1
8,7,3
8,8,10
8,9,1
8,3,2
9,9,2
9,7,10
9,8,7
9,3,1
9,3,7
9,9,5
9,4,5
9,8,5
9,3,5
9,4,8
10,4,10
10,4,3
10,2,5
10,8,5
10,1,3
10,10,5
10,7,6
10,4,6
10,1,4
10,1,2
