-100.0	-3.0
-99.0	-3.0
-98.0	-3.0
-97.0	-3.0
-96.0	-3.0
-95.0	-3.0
-94.0	-3.0
-93.0	-3.0
-92.0	-3.0
-91.0	-3.0
-90.0	-3.0
-89.0	-3.0
-88.0	-3.0
-87.0	-3.0
-86.0	-3.0
-85.0	-3.0
-84.0	-3.0
-83.0	-3.0
-82.0	-3.0
-81.0	-3.0
-80.0	-3.0
-79.0	-3.0
-78.0	-3.0
-77.0	-3.0
-76.0	-3.0
-75.0	-3.0
-74.0	-3.0
-73.0	-3.0
-72.0	-3.0
-71.0	-3.0
-70.0	-3.0
-69.0	-3.0
-68.0	-3.0
-67.0	-3.0
-66.0	-3.0
-65.0	-3.0
-64.0	-3.0
-63.0	-3.0
-62.0	-3.0
-61.0	-3.0
-60.0	-3.0
-59.0	-3.0
-58.0	-3.0
-57.0	-3.0
-56.0	-3.0
-55.0	-3.0
-54.0	-3.0
-53.0	-3.0
-52.0	-3.0
-51.0	-3.0
-50.0	-3.0
-49.0	-3.0
-48.0	-3.0
-47.0	-3.0
-46.0	-3.0
-45.0	-3.0
-44.0	-3.0
-43.0	-3.0
-42.0	-3.0
-41.0	-3.0
-40.0	-3.0
-39.0	-3.0
-38.0	-3.0
-37.0	-3.0
-36.0	-3.0
-35.0	-3.0
-34.0	-3.0
-33.0	-3.0
-32.0	-3.0
-31.0	-3.0
-30.0	-3.0
-29.0	-3.0
-28.0	-3.0
-27.0	-3.0
-26.0	-3.0
-25.0	-3.0
-24.0	-3.0
-23.0	-3.0
-22.0	34.0
-21.0	37.0
-20.0	38.0
-19.0	38.0
-18.0	38.0
-17.0	38.0
-16.0	38.0
-15.0	38.0
-14.0	38.0
-13.0	38.0
-12.0	38.0
-11.0	38.0
-10.0	39.0
-9.0	39.0
-8.0	39.0
-7.0	39.0
-6.0	39.0
-5.0	39.0
-4.0	39.0
-3.0	39.0
-2.0	39.0
-1.0	39.0
0.0	40.0
1.0	39.0
2.0	39.0
3.0	39.0
4.0	39.0
5.0	39.0
6.0	39.0
7.0	39.0
8.0	39.0
9.0	39.0
10.0	39.0
11.0	38.0
12.0	38.0
13.0	38.0
14.0	38.0
15.0	38.0
16.0	38.0
17.0	38.0
18.0	38.0
19.0	38.0
20.0	38.0
21.0	37.0
22.0	34.0
23.0	-3.0
24.0	-3.0
25.0	-3.0
26.0	-3.0
27.0	-3.0
28.0	-3.0
29.0	-3.0
30.0	-3.0
31.0	-3.0
32.0	-3.0
33.0	-3.0
34.0	-3.0
35.0	-3.0
36.0	-3.0
37.0	-3.0
38.0	-3.0
39.0	-3.0
40.0	-3.0
41.0	-3.0
42.0	-3.0
43.0	-3.0
44.0	-3.0
45.0	-3.0
46.0	-3.0
47.0	-3.0
48.0	-3.0
49.0	-3.0
50.0	-3.0
51.0	-3.0
52.0	-3.0
53.0	-3.0
54.0	-3.0
55.0	-3.0
56.0	-3.0
57.0	-3.0
58.0	-3.0
59.0	-3.0
60.0	-3.0
61.0	-3.0
62.0	-3.0
63.0	-3.0
64.0	-3.0
65.0	-3.0
66.0	-3.0
67.0	-3.0
68.0	-3.0
69.0	-3.0
70.0	-3.0
71.0	-3.0
72.0	-3.0
73.0	-3.0
74.0	-3.0
75.0	-3.0
76.0	-3.0
77.0	-3.0
78.0	-3.0
79.0	-3.0
80.0	-3.0
81.0	-3.0
82.0	-3.0
83.0	-3.0
84.0	-3.0
85.0	-3.0
86.0	-3.0
87.0	-3.0
88.0	-3.0
89.0	-3.0
90.0	-3.0
91.0	-3.0
92.0	-3.0
93.0	-3.0
94.0	-3.0
95.0	-3.0
96.0	-3.0
97.0	-3.0
98.0	-3.0
99.0	-3.0
100.0	-3.0
101.0	-3.0
102.0	-3.0
103.0	-3.0
104.0	-3.0
105.0	-3.0
106.0	-3.0
107.0	-3.0
108.0	-3.0
109.0	-3.0
110.0	-3.0
111.0	-3.0
112.0	-3.0
113.0	-3.0
114.0	-3.0
115.0	-3.0
116.0	-3.0
117.0	-3.0
118.0	-3.0
119.0	-3.0
120.0	-3.0
121.0	-3.0
122.0	-3.0
123.0	-3.0
124.0	-3.0
125.0	-3.0
126.0	-3.0
127.0	-3.0
128.0	-3.0
129.0	-3.0
130.0	-3.0
131.0	-3.0
132.0	-3.0
133.0	-3.0
134.0	-3.0
135.0	-3.0
136.0	-3.0
137.0	-3.0
138.0	-3.0
139.0	-3.0
140.0	-3.0
141.0	-3.0
142.0	-3.0
143.0	-3.0
144.0	-3.0
145.0	-3.0
146.0	-3.0
147.0	-3.0
148.0	-3.0
149.0	-3.0
150.0	-3.0
151.0	-3.0
152.0	-3.0
153.0	-3.0
154.0	-3.0
155.0	-3.0
156.0	-3.0
157.0	-3.0
158.0	-3.0
159.0	-3.0
160.0	-3.0
161.0	-3.0
162.0	-3.0
163.0	-3.0
164.0	-3.0
165.0	-3.0
166.0	-3.0
167.0	-3.0
168.0	-3.0
169.0	-3.0
170.0	-3.0
171.0	-3.0
172.0	-3.0
173.0	-3.0
174.0	-3.0
175.0	-3.0
176.0	-3.0
177.0	-3.0
178.0	-3.0
179.0	-3.0
180.0	-3.0
181.0	-3.0
182.0	-3.0
183.0	-3.0
184.0	-3.0
185.0	-3.0
186.0	-3.0
187.0	-3.0
188.0	-3.0
189.0	-3.0
190.0	-3.0
191.0	-3.0
192.0	-3.0
193.0	-3.0
194.0	-3.0
195.0	-3.0
196.0	-3.0
197.0	-3.0
198.0	-3.0
199.0	-3.0
200.0	-3.0
