1,1,6
1,2,6
1,3,6
1,4,6
1,5,6
1,1,7
1,2,7
1,3,7
1,4,7
1,5,7
1,1,8
1,2,8
1,3,8
2,1,6
2,2,6
2,3,6
2,4,6
2,5,6
2,1,7
2,2,7
2,3,7
2,4,7
2,5,7
2,1,8
2,2,8
2,3,8
3,1,6
3,2,6
3,3,6
3,4,6
3,5,6
3,1,7
3,2,7
3,3,7
3,4,7
3,5,7
3,1,8
3,2,8
3,3,8
4,1,6
4,2,6
4,3,6
4,4,6
4,5,6
4,1,7
4,2,7
4,3,7
4,4,7
4,5,7
4,1,8
4,2,8
4,3,8
5,1,6
5,2,6
5,3,6
5,4,6
5,5,6
5,1,7
5,2,7
5,3,7
5,4,7
5,5,7
5,1,8
5,2,8
5,3,8
6,1,6
6,2,6
6,3,6
6,4,6
6,5,6
6,1,7
6,2,7
6,3,7
6,4,7
6,5,7
6,1,8
6,2,8
6,3,8
7,1,6
7,2,6
7,3,6
7,4,6
7,5,6
7,1,7
7,2,7
7,3,7
7,4,7
7,5,7
7,1,8
7,2,8
7,3,8
8,1,6
8,2,6
8,3,6
8,4,6
8,5,6
8,1,7
8,2,7
8,3,7
8,4,7
8,5,7
8,1,8
8,2,8
8,3,8
9,1,6
9,2,6
9,3,6
9,4,6
9,5,6
9,1,7
9,2,7
9,3,7
9,4,7
9,5,7
9,1,8
9,2,8
9,3,8
10,1,6
10,2,6
10,3,6
10,4,6
10,5,6
10,1,7
10,2,7
10,3,7
10,4,7
10,5,7
10,1,8
10,2,8
10,3,8
11,1,6
11,2,6
11,3,6
11,4,6
11,5,6
11,1,7
11,2,7
11,3,7
11,4,7
11,5,7
11,1,8
11,2,8
11,3,8
12,1,6
12,2,6
12,3,6
12,4,6
12,5,6
12,1,7
12,2,7
12,3,7
12,4,7
12,5,7
12,1,8
12,2,8
12,3,8
13,1,6
13,2,6
13,3,6
13,4,6
13,5,6
13,1,7
13,2,7
13,3,7
13,4,7
13,5,7
13,1,8
13,2,8
13,3,8
14,1,6
14,2,6
14,3,6
14,4,6
14,5,6
14,1,7
14,2,7
14,3,7
14,4,7
14,5,7
14,1,8
14,2,8
14,3,8
15,1,6
15,2,6
15,3,6
15,4,6
15,5,6
15,1,7
15,2,7
15,3,7
15,4,7
15,5,7
15,1,8
15,2,8
15,3,8
16,1,6
16,2,6
16,3,6
16,4,6
16,5,6
16,1,7
16,2,7
16,3,7
16,4,7
16,5,7
16,1,8
16,2,8
16,3,8
17,1,6
17,2,6
17,3,6
17,4,6
17,5,6
17,1,7
17,2,7
17,3,7
17,4,7
17,5,7
17,1,8
17,2,8
17,3,8
18,1,6
18,2,6
18,3,6
18,4,6
18,5,6
18,1,7
18,2,7
18,3,7
18,4,7
18,5,7
18,1,8
18,2,8
18,3,8
19,1,6
19,2,6
19,3,6
19,4,6
19,5,6
19,1,7
19,2,7
19,3,7
19,4,7
19,5,7
19,1,8
19,2,8
19,3,8
20,1,6
20,2,6
20,3,6
20,4,6
20,5,6
20,1,7
20,2,7
20,3,7
20,4,7
20,5,7
20,1,8
20,2,8
20,3,8
