1,6,1
1,7,1
1,7,9
1,6,8
1,4,2
1,10,5
1,6,4
1,6,2
1,4,5
1,7,3
2,5,2
2,7,3
2,8,2
2,10,5
2,8,4
2,1,6
2,5,7
2,10,2
2,10,1
2,1,2
3,9,5
3,5,7
3,8,1
3,9,8
3,2,1
3,5,1
3,2,6
3,1,6
3,10,5
3,7,1
4,6,3
4,10,5
4,1,3
4,9,2
4,7,9
4,3,2
4,6,5
4,7,6
4,8,2
4,8,5
5,10,4
5,6,8
5,6,7
5,8,2
5,10,9
5,2,4
5,8,5
5,3,4
5,6,9
5,4,8
6,7,4
6,6,5
6,1,5
6,10,3
6,8,10
6,8,2
6,3,2
6,1,10
6,2,5
6,7,3
7,1,9
7,7,10
7,6,2
7,3,2
7,9,2
7,1,2
7,6,4
7,3,4
7,9,4
7,3,5
8,1,4
8,10,7
8,5,4
8,1,6
8,9,5
8,5,3
8,2,4
8,7,4
8,1,10
8,3,4
9,3,10
9,6,9
9,7,9
9,8,2
9,8,10
9,1,8
9,7,3
9,1,10
9,7,5
9,5,10
10,2,1
10,10,8
10,10,1
10,6,7
10,3,7
10,9,7
10,2,6
10,4,10
10,9,8
10,9,6
